ADDRESS,SHARE
0xe31959882e951c2895c0fd0f1d28215ca917aa8a,0.01207397306
0x919a957a54d0688690722bfd3ad4e71b030fd6fb,0.008703547433
0xe0518b5d6bad6e2fee4e930efc489e6c6c0ab235,0.007930788847
0x8d16ce147aa07af7bf39d8f94249e4bed683ddec,0.005153016068
0x7fc1ccd50ffff00284456de6ebc16b11c8660eb6,0.00429025948
0xa2ce8bb4d2b018ed0f807adc835cb8100baeb9bd,0.00428803532
0xc1244b5b95662930382e48cbde32a2e3ffbfb442,0.004192855864
0xaa21496f86b3a2318eb660885a1b3637b793d17d,0.003987226422
0x48d7d9e85f90c3489910e5e3461d19db29a9a35b,0.003704364777
0x91f6ec3034018aa28962c51ff55ca6e173b34c89,0.003471433901
0x9f295b27824c09148ef9956cd76cbf08c9e46926,0.003391253278
0xebf367eda8fef77507c4b278cf822e50397d6fed,0.003295027449
0x37c1322d68734d011adeace6ad39610cc231bc86,0.003292033311
0xaaefa1f5a034f0dcddaa265a115f96f62f81bedc,0.00327459706
0x4f5f9db14e195484cf7790fd3946cf6e66a166b0,0.003156951659
0x8ba0e6c581e0fc646511982cabc78d9da78270bc,0.003035376199
0x42742954f391a2fdac26340f32ec18b1bd019c68,0.002986268708
0xd6c32b0ac1bb13c6f53953b433f1a008e4e03b02,0.002971111114
0x959e2a4db1fa5d56b810759f2e6d80a01eb9e892,0.002952798565
0xc117f8a5fb540298d5b0307933590994350ccd34,0.002901871947
0xa941275c3907192f0d84a9e1a21f3276e620604d,0.002849283882
0x30dc326c44a2e64fbe5a86fbc756d3f51a79f43c,0.002789028463
0x45d06e16f5a52cc85561d1c05704094cdc775508,0.002734127723
0x2a4f47923cf68e2329624575b1f9f4af4ae9cf82,0.002696414389
0x18a428ce0c31584a21cf8cefdb8849d8013e1994,0.002682017675
0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889,0.002664339884
0x49445612ede0b56c0acf0cfc7c866f5d33ab2d75,0.002653363823
0x4e39d329a5aa95007d47ac253ee5e774d0fe359c,0.002616623424
0x0101eaee8d0013234c32936963ff504a9954220b,0.002582225729
0xc1e8a62e3c7cbc093fe83298989dfa41f7a915bc,0.00249067374
0x1a13975b89fb2e19a6c35ee38e22c9efacc837de,0.00248207252
0x26a991770d72c1ff9246eadbde07a3fea8bf223b,0.002478966516
0xeacdda5fba476c6c5590550fc4afc13c5081bfa8,0.002469348855
0xcef915ec8e04f602d25cd6e30050d66ee8ac0d09,0.002453909929
0x3eb2efe514d73f9ce521e65e1466c9374736016d,0.002426066425
